VAR	VALUE	MEAN	SD
NFYA	1600.63023817187	10.6434444556899	0.814268138748837
STPG1	293.438590832151	8.20600795172033	1.47804563051488
ENPP4	855.604748478469	9.77729722414566	1.73074165561725
SEMA3F	881.647304284655	9.83789792230038	2.70765402270625
LAP3	3147.91206890337	11.6196297727269	0.87977024684251
CD99	9568.47628356656	13.2362046387645	1.05593836801843
HS3ST1	145.167152375309	7.20540171910094	2.20041828290888
HECW1	25.2935734121972	4.6925009063842	2.54873974391823
MAD1L1	1129.27109617572	10.1430386193324	0.689573648157773
LASP1	6156.97881255433	12.5929999482225	0.893023090429941
KLHL13	134.994702980163	7.10854347853892	2.62489641236675
DBNDD1	254.158478101497	8.01487719375566	2.06443380221743
ALS2	1421.62569825945	10.4768993303825	0.987697971937259
CASP10	946.385061333693	9.88910624808602	1.16548410431397
TFPI	757.053320010764	9.61193184355343	3.16396666230545
PLXND1	4298.42934420617	12.1313089719895	1.78399294748112
CD38	451.375158706786	8.84628676255488	2.15803833567205
FKBP4	3201.45761863679	11.6689831810555	1.3098956885697
PDK4	3225.06122046921	11.6981619445827	4.18148264836695
SLC22A16	13.6885600974887	3.84006566492315	3.22863864580668
SLC25A13	975.195699228403	9.93230747370009	0.899874409492909
HCCS	730.92048494481	9.51716300193644	0.883103293340049
SKAP2	1275.92444438603	10.3416795565773	1.35074401951173
MCUB	494.51067618153	8.97158765671219	1.33985522409893
THSD7A	200.804168648005	7.68449102015254	2.70250878627537
ACSM3	215.981231476948	7.75167546515799	2.21906660726899
PRKAR2B	874.142530590713	9.81128448355501	2.24139611562177
TSPOAP1	2136.82070096696	11.083154812282	1.64705331302364
ABCB4	107.048637549954	6.74614391417488	1.98023430078808
SOX8	114.351640737897	6.84843063389625	2.78772060627025
ZNF195	940.925775115565	9.89549827324261	0.78808415458926
ITGAL	600.133542568888	9.24279898089816	2.37589246421623
ITGA3	1438.51820396344	10.5271154473375	3.11414225138364
YBX2	53.6614623620771	5.72334998340801	2.9967607641735
TMEM132A	370.837990469748	8.57148838562756	2.50935462008799
AP2B1	8861.44170079136	13.1152622033256	0.767586816199858
SPATA20	2718.56481358053	11.4241594149977	1.42087355046335
MAP3K9	326.503209044179	8.36199760585761	2.17254691332366
RALA	1646.40759382327	10.6919520749452	0.927150246656642
KDM7A	2011.85851673479	11.0047701206715	1.21098328374363
ALDH3B1	650.058974002571	9.38011497689613	1.89752216052145
FARP2	1287.09744067487	10.3490687953922	0.91723435517274
TBXA2R	185.273530686104	7.55710186479382	1.84163089509751
