VAR	BCL2_MYC	CDX2.high	CRLF2	DUX4	ETV6.RUNX1	GTEx.Adipose	GTEx.Adrenal	GTEx.Artery	GTEx.Bladder	GTEx.Blood	GTEx.Brain	GTEx.Breast	GTEx.Cervix	GTEx.Colon	GTEx.Esophagus	GTEx.Fallopian	GTEx.Heart	GTEx.Intestine	GTEx.Kidney	GTEx.Liver	GTEx.Lung	GTEx.Muscle	GTEx.Nerve	GTEx.Ovary	GTEx.Pancreas	GTEx.Pituitary	GTEx.Prostate	GTEx.Salivary	GTEx.Skin	GTEx.Spleen	GTEx.Stomach	GTEx.Testis	GTEx.Thyroid	GTEx.Uterus	GTEx.Vagina	HLF	Hyperdiploid	Hypodiploid	iAMP21	IKZF1.n159y	KMT2A	Lymphoblast	MEF2D	NUTM1	PAX5.alt	PAX5.p80r	Ph	TCF3.PBX1	Undefined	ZNF384
RTEL1	-1.58137170298606	-1.89723119395216	-1.72294459361991	-1.74299409949956	-1.61524067506506	0.267726492698088	0.503963153190822	0.594333516472024	0.435392351376535	0.379522827304908	0.257950967021865	0.303709803261027	0.523599621376217	0.496641330317325	0.354848482355181	0.41893126459329	0.115929425207189	0.33433057432047	0.304484438797135	0.433683633378133	0.364469834303521	0.279850639939909	0.372869820677166	0.471235970732591	0.378573677811645	0.991800194266102	0.471936628974548	0.219697086273471	0.235165140041182	0.549495319972045	0.379374212626044	0.553947991559678	0.579938008384651	0.665865150955371	0.379834754253179	-1.58756239889507	-1.7550900108689	-1.78926229640483	-1.5453828953624	-1.57010008937013	-1.62610784339693	-0.50530807054472	-1.38982882765565	-1.54771819818851	-1.69382560011538	-1.56558865075816	-1.71012921711167	-1.50338025673554	-1.72511476841033	-1.70681787289923
FCHO1	1.97181752300081	0.736084343036583	1.48533347695102	1.28338246337346	0.668574911752485	-0.392893646389907	-0.706370135921506	-0.938249951936822	-0.70912764683841	2.04125690051564	1.16440232102548	-0.685219741468079	-0.802856199159334	-0.680868916154304	-1.00259575565051	-0.495285995000841	-1.21811795458155	0.31543701381385	-0.993525052154567	-0.343076960238339	0.0815710106807087	-1.65630549493634	-0.55027645973374	-0.349159508726087	-1.08573147154632	0.121874764023442	-0.81965464627429	-0.681981287531614	0.542547189969821	1.09123823450569	-0.59352727986283	0.330756698058989	-1.07304747722695	-1.02055786965909	-0.777991277036421	1.45136425295595	1.39080163859242	1.81536266262365	1.47233225102822	1.72022554143098	1.5369489256553	0.975626801896042	1.7965557034483	1.83421834382639	1.92607203969771	1.98230828691568	1.33307112782184	1.51534152153259	1.47388893316202	1.16706949733093
EFCAB5	1.16685620051165	1.317039877355	1.74748824398906	1.32666878422087	1.40102381478621	-0.648597513903117	-0.895416717239235	-0.741758698040337	-0.513606197385327	-0.242372171441099	0.582240550147868	-0.71873062618614	-0.693960837154967	0.0448391996846968	-0.649300909271655	-1.11858026764117	-0.670806625527674	0.0911649420319594	-0.161054611812802	-1.11313532483155	-0.439769286516214	-0.241981100540332	0.162087328006336	-1.20489670415251	-0.550113966904692	-0.848006315692566	-0.73316333552276	-0.513510270032118	-0.299708880209655	-0.205994101083158	-0.291327537003938	2.67183900574273	-0.176942585635643	-0.823676166635201	-0.674531131309203	1.32353555752657	1.88811435783889	2.0931553336682	1.54207449952258	0.883805714825147	1.76055757756225	-0.909642084159304	1.75436369517581	1.64593131617317	2.02866237123171	1.58740245015633	1.71454594605439	1.74042486848587	1.62897495301595	1.19020566768734
CGNL1	-2.03062349196902	-0.45210454122813	-0.967386607270102	-1.96766976702288	-0.937609024657403	0.0628856924437476	0.734757697888668	0.450234676002075	0.456323612132011	-1.51457406610318	0.520078123859816	0.258738362311088	0.970298923384507	-0.0236416537572189	0.526871516150848	0.568445584323343	0.712532996315777	-0.0932470926871147	1.2231555279052	1.14555943190695	0.625556176174396	-0.588721080915886	0.538807627703761	0.397519317038531	0.899827752996927	0.207029744657748	0.990175726312683	0.862743537467379	0.0895178615289634	-1.18769019165273	0.802145604858852	0.349837646181482	0.874642307195054	0.817291103303149	0.890213163068952	-1.60839036350671	-1.04105153852224	-1.74949052228935	-1.08141623621339	-2.02611898122873	-0.608144884424775	-1.23071139266048	-2.13906801832684	-1.05423282903243	-1.06741771196963	-0.632762960343485	-1.16866215676034	-2.05131795150195	-1.23996584471475	-0.361408986381552
PLCD3	-1.53874210549221	-1.22314932823619	-1.15024855402317	-1.13311990025808	-1.40277891799748	0.357726765415693	1.07616777692865	0.782677812323765	0.877273267455072	-0.872949848789804	0.772458299194304	0.294101899038826	0.286778255584543	0.744573370277229	0.593183705891974	0.152560296455641	0.859839998551683	-0.132600980654338	0.0826157256501415	-1.07585980667774	-0.0404104575516803	1.34009376977643	0.632659514435289	0.60191093109779	-0.628430489594704	-0.0830673707047843	0.298431795231533	0.203830200293436	0.533061443435273	-0.900419858415798	0.561346110348405	0.296734565592628	-0.27367071355718	0.335157889405229	0.288753860666562	-0.953893393109269	-0.605578903987239	-0.95331303314787	-1.11153189429791	-2.17496014270445	-0.315995926635065	-1.58115278909247	-1.37247045589277	-1.18467317687945	-1.42127407583305	-1.67316376002852	-0.991202560077286	-1.63093317154235	-1.06925828939027	-0.629819324324452
ARPP21	1.05325178604887	0.674749417900303	1.74109894253095	1.4652189880539	1.95692355565361	-0.654664333026933	-0.817733836257675	0.0321943228646787	-1.10859082399525	-0.479068709701469	1.74875340893219	-0.716254910686502	-0.999697085809437	-0.149509503323343	-0.509760908321152	-1.20767699903445	-0.54778676655043	-0.351800663152222	-0.320295046211731	0.243363991268624	-0.74554229527625	1.90030258204086	-0.507605296498129	-0.832960739558224	-0.706470344944362	0.83277306187613	-0.532195320975345	-0.119205008389357	-0.663106556507119	-0.661299881920393	-0.611622434254187	-0.415633776828256	-0.726818247535707	-0.907467453736616	-0.802803414828835	1.49876773352766	1.59742885515956	1.14677453463946	1.49933243968609	1.89770110206626	1.74885273883358	-1.27837501351494	1.56087549889353	2.01696129442519	1.17291188271839	1.31874319957861	1.34504148282796	1.89687690548358	1.42694985622921	-0.27320727067344
GAB3	0.83875041781844	1.08048053235625	1.61587349481559	1.09840076402622	0.989668487839583	0.31250523936882	-0.471247055849882	0.0163169522490745	-0.471984168975918	1.62136686945824	-1.43948520736914	-0.126093925027042	-0.64591297279053	-0.410098382696807	-0.425670500293203	-0.419696103521534	1.06150256993924	0.469430156285303	-0.684658745372577	-0.840857327902303	0.510578264327737	-0.882791312774702	-0.404406965161104	-1.50253933660253	-0.844088664284357	-1.51472610609136	-0.807662800204029	-0.931080816297842	-1.10046121388255	1.59554835558886	-0.495015219814789	0.329762238141725	-0.0364764393205914	-0.522253912758332	-0.73363782528895	1.50471204496116	1.88203073703063	1.47394037063001	1.71985959678444	1.05846758861879	1.52069546616775	-1.13043242015338	1.20586112604513	1.51922152277184	1.35882033814756	1.48922101714212	1.51649355229132	0.81479468540852	1.49546160483493	1.2688070161324
PCNT	1.72105165744094	0.910988007466731	1.05038012894185	1.11655323831488	1.04731827971251	-0.750040599585641	-0.464241477516264	-0.410238570696483	-0.492490475927407	-0.00537368232228333	-0.15354765137061	-0.796565936476255	-0.700694116524268	-0.51634333083482	-0.363165684552828	-0.886049679337783	0.237055013480173	-0.631774402100202	-1.26946128424637	-0.560950480375593	-0.943983781068061	3.75684930451889	-0.730266141779181	-0.432864103413994	-1.11706424490459	0.351772833493897	-0.822589107686168	-0.770457857067656	-0.168879074680199	-0.569720701392106	-0.760865760410848	0.873309843836115	-0.79817601573535	-0.529972514392346	-0.532269368431823	0.868488948740399	1.42494197295464	1.50436325292277	0.485608360066127	1.36179039890209	1.29744861522548	0.426507628632332	0.976131769322983	1.20345275080478	1.27682097659696	1.56451461160583	0.892951328918157	1.0053421918152	1.09558958599088	1.38482074047703
BAK1P1	1.42030472182074	1.0880143983032	1.32220216677662	1.44894764828492	1.2451020735609	-0.460749638887616	-0.349606446812945	-0.373293283249907	-0.32255411020513	-0.374815047594817	-0.767628234740103	-0.366680288432257	-0.264701701148247	-0.401339855873022	-0.448606998000622	-0.0642948746883755	-0.589706599986162	-0.279483206028014	-0.475392240124204	-0.92941462594409	-0.580525174573864	-0.692760766175309	-0.377447282514532	-0.494118500413874	-0.69828021719552	0.0194187121413685	-0.36531171404717	-0.563915319072537	-0.56595078491575	-0.0128016366144707	-0.496806075183744	-0.754018839684687	-0.0790659096087825	-0.303285533809128	-0.579610716460398	1.06644381741062	1.35956841359399	1.35108294401536	1.48482847470221	0.858859672449366	1.17647569735335	3.73537731254863	1.31165721823527	1.04397447219491	1.46732124808625	1.36050683739828	1.27642099771809	1.47843502588536	1.327646889009	1.90799840011677
HOXA3	-0.497567710369697	-0.921044870340896	-1.19108739995683	-1.29277362542238	-0.685350699878565	0.720710808611685	0.469222533529312	0.675047681505483	0.848633645886956	-0.887250590875587	-1.46126862031731	0.793170434379393	0.584128235489791	0.973068281068226	0.995138552896311	1.18213472040719	-0.495701600095828	0.910453996567497	0.944233904064444	-0.348048468261276	0.660294483242414	0.713255161398221	0.742692098566538	0.13207407992798	-0.228854529211929	-1.45368221560283	0.715539446916438	-1.18962248890544	0.540806549079647	0.308663913163824	0.626377217594101	0.323046304732628	0.232266122923326	0.942546274512841	0.470293469924758	-1.24004600014198	-1.28337596993082	-1.08228028397021	-1.41039920825683	-1.00775354746922	0.710058533102805	-1.26136796180913	-1.13066636629722	0.376550501666905	-1.16227026627509	-1.26766523944179	-1.25248687566093	-1.04135801625517	-1.10474488126266	-1.24534498891328
